NAME,MSINI,A,PER,ECC,OM,T0,K,MSTAR
KOI 3034.01,,0.158,31.02137,0,,,,
KOI 351.01,,0.98,331.643,0,,,,
KOI 351.02,,0.724,210.605,0,,,,
KOI 351.03,,0.312,59.74,0,,,,
KOI 352.01,,0.177,27.08216,0,,,,
KOI 353.01,,0.614,152.10452,0,,,,
KOI 353.02,,0.211,30.65268,0,,,,
KOI 354.01,,0.128,15.959946,0,,,,
KOI 354.02,,0.076,7.378776,0,,,,
KOI 355.01,,0.061,4.903349,0,,,,
KOI 356.01,,0.028,1.8270813,0,,,,
KOI 360.01,,0.067,5.94174,0,,,,
KOI 511.02,,0.052,4.263756,0,,,,
KOI 82.05,,0.055,5.286978,0,,,,
KOI 512.01,,0.064,6.510036,0,,,,
KOI 513.01,,0.223,35.18112,0,,,,
KOI 517.01,,0.037,2.7523623,0,,,,
KOI 518.01,,0.096,13.981814,0,,,,
KOI 518.02,,0.206,44.00045,0,,,,
KOI 518.03,,0.652,247.3503,0,,,,
KOI 519.01,,0.104,11.90362,0,,,,
KOI 519.02,,0.209,34.03544,0,,,,
KOI 520.01,,0.098,12.760082,0,,,,
KOI 520.02,,0.055,5.433043,0,,,,
KOI 2839.01,,0.027,2.16456,0,,,,
KOI 2840.01,,0.045,3.679284,0,,,,
KOI 2840.02,,0.073,7.4462,0,,,,
KOI 2842.01,,0.022,1.565297,0,,,,
KOI 2842.02,,0.048,5.14908,0,,,,
KOI 2845.01,,0.022,1.57406,0,,,,
KOI 2848.01,,0.115,13.7848,0,,,,
KOI 271.03,,0.126,14.435931,0,,,,
KOI 2849.01,,0.06,5.959632,0,,,,
KOI 3037.01,,0.059,5.465503,0,,,,
KOI 3038.01,,0.025,1.495171,0,,,,
KOI 3039.01,,0.146,20.34803,0,,,,
KOI 3040.01,,0.055,4.809981,0,,,,
KOI 3041.01,,0.06,5.082913,0,,,,
KOI 3042.01,,0.197,31.0257,0,,,,
KOI 3043.01,,0.042,3.089466,0,,,,
KOI 3045.01,,0.251,44.8686,0,,,,
KOI 283.02,,0.171,25.51704,0,,,,
KOI 361.01,,0.043,3.247583,0,,,,
KOI 365.01,,0.349,81.73747,0,,,,
KOI 366.01,,0.379,75.112019,0,,,,
KOI 367.01,,0.194,31.57868,0,,,,
KOI 368.01,,0.576,110.321605,0,,,,
KOI 369.01,,0.067,5.885221,0,,,,
KOI 369.02,,0.096,10.104648,0,,,,
KOI 370.01,,0.261,42.88255,0,,,,
KOI 63.01,,0.089,9.4341577,0,,,,
KOI 370.02,,0.172,22.95036,0,,,,
KOI 371.01,,1.361,498.3928,0,,,,
KOI 372.01,,0.5,125.63064,0,,,,
KOI 373.01,,0.487,135.1898,0,,,,
KOI 521.01,,0.094,10.160956,0,,,,
KOI 523.01,,0.271,49.41243,0,,,,
KOI 523.02,,0.223,36.85478,0,,,,
KOI 524.01,,0.051,4.592392,0,,,,
KOI 525.01,,0.097,11.531837,0,,,,
KOI 85.01,,0.068,5.859933,0,,,,
KOI 526.01,,0.031,2.1047142,0,,,,
KOI 528.01,,0.085,9.576715,0,,,,
KOI 528.02,,0.397,96.672,0,,,,
KOI 528.03,,0.141,20.5528,0,,,,
KOI 2851.01,,0.044,3.4207,0,,,,
KOI 2851.02,,0.023,1.239348,0,,,,
KOI 2852.01,,0.015,0.67565,0,,,,
KOI 2853.01,,0.022,1.40703,0,,,,
KOI 2855.01,,0.023,1.4007655,0,,,,
KOI 2856.01,,0.171,25.8743,0,,,,
KOI 2857.01,,0.15,20.26439,0,,,,
KOI 2857.02,,0.077,7.44123,0,,,,
KOI 2859.01,,0.042,3.446219,0,,,,
KOI 2859.02,,0.029,2.005396,0,,,,
KOI 2859.03,,0.049,4.288814,0,,,,
KOI 3048.01,,0.054,4.732925,0,,,,
KOI 3049.01,,0.138,22.4769,0,,,,
KOI 3050.01,,0.022,1.2426129,0,,,,
KOI 3051.01,,0.103,11.682,0,,,,
KOI 3052.01,,0.086,10.1293,0,,,,
KOI 3052.02,,0.115,15.61145,0,,,,
KOI 3053.01,,0.239,42.52046,0,,,,
KOI 3056.01,,0.065,6.6995,0,,,,
KOI 3057.01,,0.189,29.72534,0,,,,
KOI 284.01,,0.134,18.00999,0,,,,
KOI 3057.02,,0.095,10.61392,0,,,,
KOI 374.01,,0.594,172.6909,0,,,,
KOI 375.01,,1.467,600,0,,,,
KOI 379.02,,0.174,23.13571,0,,,,
KOI 384.01,,0.059,5.08006,0,,,,
KOI 385.01,,0.105,13.14494,0,,,,
KOI 386.01,,0.2,31.15857,0,,,,
KOI 530.01,,0.095,10.940266,0,,,,
KOI 531.01,,0.038,3.6874687,0,,,,
KOI 532.01,,0.052,4.221644,0,,,,
KOI 533.01,,0.118,16.549414,0,,,,
KOI 85.02,,0.035,2.1549189,0,,,,
KOI 533.02,,0.042,3.52467,0,,,,
KOI 534.01,,0.064,6.400104,0,,,,
KOI 534.02,,0.036,2.73589,0,,,,
KOI 535.01,,0.064,5.852981,0,,,,
KOI 536.01,,0.579,162.3394,0,,,,
KOI 537.01,,0.04,2.82021,0,,,,
KOI 538.01,,0.155,21.21711,0,,,,
KOI 2862.01,,0.13,24.5746,0,,,,
KOI 2865.01,,0.023,1.3115599,0,,,,
KOI 2866.01,,0.024,1.2912683,0,,,,
KOI 273.01,,0.098,10.573769,0,,,,
KOI 2867.02,,0.124,18.9407,0,,,,
KOI 2868.01,,0.092,10.65272,0,,,,
KOI 2869.01,,0.045,3.30026,0,,,,
KOI 2871.01,,0.101,12.10007,0,,,,
KOI 3060.01,,0.076,6.913279,0,,,,
KOI 3061.01,,0.067,7.328424,0,,,,
KOI 3063.01,,0.141,18.59962,0,,,,
KOI 3065.01,,0.018,0.8963702,0,,,,
KOI 3066.01,,0.151,24.22063,0,,,,
KOI 284.02,,0.067,6.414833,0,,,,
KOI 3068.01,,0.044,3.91676,0,,,,
KOI 3069.01,,0.23,43.1028,0,,,,
KOI 386.02,,0.364,76.7324,0,,,,
KOI 387.01,,0.098,13.899645,0,,,,
KOI 388.01,,0.068,6.149362,0,,,,
KOI 392.01,,0.201,33.418,0,,,,
KOI 392.02,,0.105,12.61102,0,,,,
KOI 393.01,,0.157,21.41664,0,,,,
KOI 69.01,,0.053,4.7267482,0,,,,
KOI 398.01,,0.25,51.846913,0,,,,
KOI 398.02,,0.047,4.1800659,0,,,,
KOI 541.01,,0.108,13.64625,0,,,,
KOI 85.03,,0.084,8.131146,0,,,,
KOI 542.01,,0.229,41.88574,0,,,,
KOI 542.02,,0.109,13.81752,0,,,,
KOI 543.01,,0.049,4.302163,0,,,,
KOI 543.02,,0.04,3.137852,0,,,,
KOI 546.01,,0.152,20.68438,0,,,,
KOI 546.02,,0.093,9.82598,0,,,,
KOI 547.01,,0.157,25.302868,0,,,,
KOI 548.01,,0.158,21.30003,0,,,,
KOI 2871.02,,0.059,5.363809,0,,,,
KOI 2876.01,,0.053,5.19531,0,,,,
KOI 41.03,,0.218,35.33314,0,,,,
KOI 274.01,,0.127,15.09205,0,,,,
KOI 2877.01,,0.059,5.30865,0,,,,
KOI 2878.01,,0.045,3.89523,0,,,,
KOI 2882.01,,0.312,75.8632,0,,,,
KOI 2882.02,,0.017,0.9867866,0,,,,
KOI 2883.01,,0.088,11.95388,0,,,,
KOI 3071.01,,0.158,23.9583,0,,,,
KOI 3072.01,,0.15,24.33306,0,,,,
KOI 3073.01,,0.071,7.409861,0,,,,
KOI 3075.01,,0.051,4.76563,0,,,,
KOI 3078.01,,0.042,2.986168,0,,,,
KOI 284.03,,0.066,6.178179,0,,,,
KOI 3083.01,,0.092,10.18329,0,,,,
KOI 3083.02,,0.067,6.23203,0,,,,
KOI 398.03,,0.026,1.7293718,0,,,,
KOI 401.01,,0.18,29.199,0,,,,
KOI 401.02,,0.559,160.017,0,,,,
KOI 5.02,,0.075,7.05186,0,,,,
KOI 401.03,,0.275,55.32841,0,,,,
KOI 403.01,,0.146,21.056478,0,,,,
KOI 408.01,,0.073,7.381996,0,,,,
KOI 408.02,,0.105,12.56091,0,,,,
KOI 550.01,,0.108,13.023636,0,,,,
KOI 551.01,,0.1,11.637026,0,,,,
KOI 551.02,,0.062,5.688018,0,,,,
KOI 554.01,,0.047,3.6584892,0,,,,
KOI 555.01,,0.044,3.70173,0,,,,
KOI 555.02,,0.363,86.4926,0,,,,
KOI 557.01,,0.112,15.65558,0,,,,
KOI 558.01,,0.083,9.178475,0,,,,
KOI 560.01,,0.152,23.67523,0,,,,
KOI 2886.01,,0.018,0.88183,0,,,,
KOI 274.02,,0.167,22.79519,0,,,,
KOI 2890.01,,0.086,8.9898,0,,,,
KOI 2894.01,,0.09,10.31081,0,,,,
KOI 3083.03,,0.081,8.29442,0,,,,
KOI 3086.01,,0.608,174.738,0,,,,
KOI 3088.01,,0.045,3.48413,0,,,,
KOI 285.01,,0.118,13.748778,0,,,,
KOI 3089.01,,0.017,0.85857,0,,,,
KOI 3090.01,,0.04,3.8222,0,,,,
KOI 3091.01,,0.137,17.0688,0,,,,
KOI 408.03,,0.191,30.82701,0,,,,
KOI 408.04,,0.044,3.428129,0,,,,
KOI 409.01,,0.11,13.249212,0,,,,
KOI 410.01,,0.076,7.2168889,0,,,,
KOI 412.01,,0.049,4.1470198,0,,,,
KOI 413.01,,0.114,15.228997,0,,,,
KOI 413.02,,0.158,24.67424,0,,,,
KOI 415.01,,0.6,166.78821,0,,,,
KOI 416.01,,0.127,18.20801,0,,,,
KOI 561.01,,0.056,5.378901,0,,,,
KOI 563.01,,0.124,15.28462,0,,,,
KOI 564.01,,0.15,21.05744,0,,,,
KOI 564.02,,0.5,127.90073,0,,,,
KOI 564.03,,0.067,6.217168,0,,,,
KOI 89.01,,0.465,84.68895,0,,,,
KOI 566.01,,0.176,25.85515,0,,,,
KOI 567.01,,0.094,10.687549,0,,,,
KOI 567.02,,0.144,20.30291,0,,,,
KOI 567.03,,0.183,29.02277,0,,,,
KOI 568.01,,0.042,3.383536,0,,,,
KOI 568.02,,0.033,2.359002,0,,,,
KOI 2898.01,,0.173,25.38408,0,,,,
KOI 275.01,,0.13,15.79186,0,,,,
KOI 2899.01,,0.061,5.772147,0,,,,
KOI 2900.01,,0.232,46.15186,0,,,,
KOI 2904.01,,0.127,16.35841,0,,,,
KOI 2906.01,,0.119,13.91167,0,,,,
KOI 2906.02,,0.57,145.8781,0,,,,
KOI 275.02,,0.392,82.1997,0,,,,
KOI 3093.01,,0.188,29.60904,0,,,,
KOI 3095.01,,0.045,3.42387,0,,,,
KOI 3097.01,,0.109,11.92196,0,,,,
KOI 3097.02,,0.075,6.80273,0,,,,
KOI 3097.03,,0.088,8.70295,0,,,,
KOI 285.02,,0.184,26.72428,0,,,,
KOI 3101.01,,0.118,14.25652,0,,,,
KOI 3105.01,,0.047,4.2131,0,,,,
KOI 3106.01,,0.02,0.9689595,0,,,,
KOI 416.02,,0.365,88.25472,0,,,,
KOI 417.01,,0.14,19.193091,0,,,,
KOI 419.01,,0.146,20.13151,0,,,,
KOI 420.01,,0.058,6.0103736,0,,,,
KOI 421.01,,0.049,4.4541913,0,,,,
KOI 422.01,,1.24,480,0,,,,
KOI 425.01,,0.06,5.4283501,0,,,,
KOI 426.01,,0.127,16.301293,0,,,,
KOI 427.01,,0.157,24.614847,0,,,,
KOI 427.02,,0.227,42.95011,0,,,,
KOI 427.03,,0.443,116.9562,0,,,,
KOI 569.01,,0.136,20.72874,0,,,,
KOI 569.02,,0.025,1.632916,0,,,,
KOI 89.02,,0.845,207.6035,0,,,,
KOI 571.01,,0.06,7.267232,0,,,,
KOI 571.02,,0.09,13.343095,0,,,,
KOI 571.03,,0.04,3.8868,0,,,,
KOI 571.04,,0.127,22.40751,0,,,,
KOI 572.01,,0.095,10.640211,0,,,,
KOI 572.02,,0.057,4.93892,0,,,,
KOI 573.01,,0.065,5.996557,0,,,,
KOI 573.02,,0.032,2.06187,0,,,,
KOI 574.01,,0.136,20.13493,0,,,,
KOI 574.02,,0.087,10.40006,0,,,,
KOI 575.01,,0.17,24.31587,0,,,,
KOI 2910.01,,0.117,15.36243,0,,,,
KOI 2913.01,,0.039,2.888876,0,,,,
KOI 2914.01,,0.162,21.11761,0,,,,
KOI 2915.01,,0.056,5.060925,0,,,,
KOI 2919.01,,0.035,2.5225861,0,,,,
KOI 2920.01,,0.068,6.739876,0,,,,
KOI 276.01,,0.242,41.74591,0,,,,
KOI 2921.01,,0.119,16.61492,0,,,,
KOI 3108.01,,0.074,7.362798,0,,,,
KOI 3109.01,,0.095,10.67605,0,,,,
KOI 3110.01,,0.055,4.48483,0,,,,
KOI 3111.01,,0.101,10.76792,0,,,,
KOI 3111.02,,0.055,4.328542,0,,,,
KOI 285.03,,0.278,49.35899,0,,,,
KOI 3112.01,,0.032,2.1189121,0,,,,
KOI 3113.01,,0.034,2.46055,0,,,,
KOI 3115.01,,0.064,5.865937,0,,,,
KOI 3116.01,,0.17,23.90908,0,,,,
KOI 3117.01,,0.063,6.066634,0,,,,
KOI 429.01,,0.076,8.600121,0,,,,
KOI 430.01,,0.088,12.376487,0,,,,
KOI 430.02,,0.073,9.34037,0,,,,
KOI 431.01,,0.13,18.870214,0,,,,
KOI 431.02,,0.238,46.90191,0,,,,
KOI 432.01,,0.06,5.2634076,0,,,,
KOI 433.01,,0.046,4.0304645,0,,,,
KOI 433.02,,0.859,328.2402,0,,,,
KOI 435.01,,0.148,20.54975513,0,,,,
KOI 435.02,,1.727,815,0,,,,
KOI 438.01,,0.055,5.931217,0,,,,
KOI 577.01,,0.227,39.67866,0,,,,
KOI 578.01,,0.068,6.41246,0,,,,
KOI 579.01,,0.029,2.020012,0,,,,
KOI 579.02,,0.044,3.763008,0,,,,
KOI 580.01,,0.068,6.521234,0,,,,
KOI 581.01,,0.07,6.996922,0,,,,
KOI 581.02,,0.546,151.8654,0,,,,
KOI 92.01,,0.327,65.70462,0,,,,
KOI 582.02,,0.125,17.73857,0,,,,
KOI 582.03,,0.085,9.939543,0,,,,
KOI 583.01,,0.036,2.437018,0,,,,
KOI 584.01,,0.087,9.926733,0,,,,
KOI 2923.01,,0.059,5.838972,0,,,,
KOI 2924.01,,0.03,2.27953,0,,,,
KOI 2926.01,,0.084,12.281,0,,,,
KOI 2926.02,,0.049,5.5351,0,,,,
KOI 2927.01,,0.167,24.43659,0,,,,
KOI 2931.01,,0.387,99.2481,0,,,,
KOI 2933.01,,0.411,119.0831,0,,,,
KOI 732.01,,0.022,1.2602548,0,,,,
KOI 732.02,,0.041,3.295369,0,,,,
KOI 732.03,,0.056,5.254582,0,,,,
KOI 733.01,,0.06,5.925016,0,,,,
KOI 733.02,,0.093,11.349294,0,,,,
KOI 733.03,,0.039,3.132943,0,,,,
KOI 733.04,,0.129,18.64385,0,,,,
KOI 734.01,,0.167,24.54362,0,,,,
KOI 112.01,,0.273,51.07931,0,,,,
KOI 734.02,,0.336,70.2789,0,,,,
KOI 735.01,,0.144,22.34133,0,,,,
KOI 736.01,,0.116,18.79398,0,,,,
KOI 736.02,,0.059,6.739001,0,,,,
KOI 739.01,,0.019,1.2870749,0,,,,
KOI 740.01,,0.119,17.67168,0,,,,
KOI 664.02,,0.077,7.7822,0,,,,
KOI 664.03,,0.161,23.44194,0,,,,
KOI 665.01,,0.065,5.86805,0,,,,
KOI 665.02,,0.027,1.611881,0,,,,
KOI 665.03,,0.042,3.071563,0,,,,
KOI 666.01,,0.159,22.24818,0,,,,
KOI 104.01,,0.034,2.5080585,0,,,,
KOI 670.01,,0.085,9.489383,0,,,,
KOI 671.01,,0.051,4.228677,0,,,,
KOI 671.02,,0.074,7.466408,0,,,,
KOI 671.03,,0.124,16.25934,0,,,,
KOI 671.04,,0.096,11.13154,0,,,,
KOI 672.01,,0.122,16.087836,0,,,,
KOI 672.02,,0.23,41.74999,0,,,,
KOI 672.03,,0.013,0.566869,0,,,,
KOI 673.01,,0.056,4.417463,0,,,,
KOI 105.01,,0.08,8.981008,0,,,,
KOI 674.01,,0.137,16.338952,0,,,,
KOI 676.01,,0.066,7.9725436,0,,,,
KOI 676.02,,0.03,2.4532339,0,,,,
KOI 678.01,,0.063,6.04047,0,,,,
KOI 678.02,,0.049,4.138553,0,,,,
KOI 679.01,,0.207,31.80526,0,,,,
KOI 679.02,,0.132,16.25831,0,,,,
KOI 680.01,,0.086,8.6001453,0,,,,
KOI 682.01,,1.367,562.1424,0,,,,
KOI 683.01,,0.863,278.1222,0,,,,
KOI 684.01,,0.049,4.034915,0,,,,
KOI 685.01,,0.045,3.173905,0,,,,
KOI 686.01,,0.262,52.513565,0,,,,
KOI 687.01,,0.051,4.178382,0,,,,
KOI 688.01,,0.046,3.275783,0,,,,
KOI 689.01,,0.123,15.87369,0,,,,
KOI 107.01,,0.077,7.256999,0,,,,
KOI 691.01,,0.195,29.66653,0,,,,
KOI 692.01,,0.035,2.462345,0,,,,
KOI 692.02,,0.055,4.822934,0,,,,
KOI 693.01,,0.193,28.77957,0,,,,
KOI 693.02,,0.128,15.66039,0,,,,
KOI 694.01,,0.13,17.421125,0,,,,
KOI 695.01,,0.195,29.90757,0,,,,
KOI 697.01,,0.043,3.032154,0,,,,
KOI 108.01,,0.13,15.965349,0,,,,
KOI 700.01,,0.191,30.86431,0,,,,
KOI 700.02,,0.086,9.3605,0,,,,
KOI 700.03,,0.116,14.6673,0,,,,
KOI 700.04,,0.324,68.1603,0,,,,
KOI 108.02,,0.654,179.601,0,,,,
KOI 704.01,,0.128,18.396319,0,,,,
KOI 708.01,,0.137,17.40652,0,,,,
KOI 708.02,,0.079,7.693491,0,,,,
KOI 709.01,,0.147,21.3845,0,,,,
KOI 710.01,,0.067,5.374851,0,,,,
KOI 710.02,,0.091,8.58604,0,,,,
KOI 710.03,,0.054,3.886831,0,,,,
KOI 711.01,,0.248,44.6991,0,,,,
KOI 711.02,,0.046,3.619345,0,,,,
KOI 711.03,,0.491,124.5231,0,,,,
KOI 110.01,,0.097,9.940678,0,,,,
KOI 714.01,,0.049,4.1820097,0,,,,
KOI 716.01,,0.18,26.893084,0,,,,
KOI 717.01,,0.121,14.70751,0,,,,
KOI 717.02,,0.047,3.602,0,,,,
KOI 718.01,,0.057,4.585504,0,,,,
KOI 718.02,,0.166,22.71456,0,,,,
KOI 718.03,,0.272,47.90421,0,,,,
KOI 719.01,,0.076,9.03,0,,,,
KOI 719.02,,0.162,28,0,,,,
KOI 111.01,,0.092,11.427512,0,,,,
KOI 719.03,,0.225,45.9,0,,,,
KOI 719.04,,0.045,4.159821,0,,,,
KOI 720.01,,0.058,5.6905861,0,,,,
KOI 720.02,,0.085,10.041555,0,,,,
KOI 720.03,,0.127,18.370081,0,,,,
KOI 720.04,,0.036,2.795902,0,,,,
KOI 721.01,,0.116,13.72446,0,,,,
KOI 722.01,,0.264,46.4073,0,,,,
KOI 723.01,,0.046,3.9369952,0,,,,
KOI 723.02,,0.172,28.08209,0,,,,
KOI 111.02,,0.15,23.66834,0,,,,
KOI 723.03,,0.087,10.088813,0,,,,
KOI 728.01,,0.075,7.1893676,0,,,,
KOI 730.01,,0.116,14.7884,0,,,,
KOI 730.02,,0.088,9.84871,0,,,,
KOI 730.03,,0.14,19.72134,0,,,,
KOI 111.03,,0.253,51.75627,0,,,,
KOI 730.04,,0.073,7.38402,0,,,,
