# name, mass, mass_error_min, mass_error_max, radius, radius_error_min, radius_error_max, orbital_period, orbital_period_err_min, orbital_period_err_max, semi_major_axis, semi_major_axis_error_min, semi_major_axis_error_max, eccentricity, eccentricity_error_min, eccentricity_error_max, angular_distance, inclination, inclination_error_min, inclination_error_max, tzero_tr, tzero_tr_error_min, tzero_tr_error_max, tzero_tr_sec, tzero_tr_sec_error_min, tzero_tr_sec_error_max, lambda_angle, lambda_angle_error_min, lambda_angle_error_max, tzero_vr, tzero_vr_error_min, tzero_vr_error_max, temp_calculated, temp_measured, hot_point_lon, log_g, publication_status, discovered, updated, omega, omega_error_min, omega_error_max, tperi, tperi_error_min, tperi_error_max, detection_type, alternate_names, molecules, star_name, ra, dec, mag_v, mag_i, mag_j, mag_h, mag_k, star_distance, star_metallicity, star_mass, star_radius, star_sp_type, star_age, star_teff
Kepler-43 b,3.23,0.19,0.19,1.2,0.06,0.06,3.024095,2.1e-05,2.1e-05,0.0449,0.001,0.001,0.025,inf,nan,2.3e-05,84.35,0.4,0.4,2454965.4159,0.0006,0.0006,,,,,,,,,,,,,,1,2011,2013-09-24,,,,,,,detected by transit,,,Kepler-43,285.2416667,46.6683333,14.0,,,,,1950.0,0.33,1.32,1.2,G0V/G0IV,2.8,6041.0
Kepler-44 b,1.02,0.07,0.07,1.24,0.07,0.07,3.24674,1.8e-05,1.8e-05,0.0455,0.0013,0.0013,0.021,inf,nan,2e-05,83.78,0.55,0.55,2454966.3781,0.0004,0.0004,,,,,,,,,,,,,,1,2011,2013-09-24,,,,,,,detected by transit,,,Kepler-44,300.1041667,45.7622222,15.0,,,,,2250.0,0.26,1.19,1.52,G2IV,6.95,5757.0
Kepler-45 b,0.505,0.09,0.09,0.96,0.11,0.11,2.455239,5e-06,5e-06,0.027,0.003,0.003,0.11,0.1,0.1,8.1e-05,87.0,0.7,0.7,,,,,,,,,,,,,,,,,2,2011,2013-09-24,230.0,68.0,68.0,,,,detected by transit,,,Kepler-45,292.875,41.0641667,16.88,,,,,333.0,0.08,0.59,0.55,M,,3820.0
Kepler-46 b,6.0,inf,nan,0.812,0.043,0.043,33.60134,0.00021,0.00021,0.1967,0.0029,0.0029,0.01,0.01,0.01,0.00023,89.033,0.069,0.069,2455053.2826,0.0014,0.0014,,,,,,,,,,,,,,1,2012,2013-09-24,,,,,,,detected by transit,,,Kepler-46,289.2708333,42.6041667,15.3,,,,,857.0,0.41,0.902,0.94,,9.9,5155.0
Kepler-46 c,0.376,0.023,0.023,,,,57.004,0.1,0.1,0.2799,0.0041,0.0041,0.0145,0.0039,0.0039,0.000327,87.25,0.95,0.95,,,,,,,,,,,,,,,,,1,2012,2014-02-17,329.4,11.0,11.0,,,,TTV,,,Kepler-46,289.2708333,42.6041667,15.3,,,,,857.0,0.41,0.902,0.94,,9.9,5155.0
Kepler-47(AB) b,,,,0.27,0.011,0.011,49.514,0.04,0.04,0.2956,0.0047,0.0047,,,,,89.59,0.5,0.5,,,,,,,,,,,,,,,,,1,2012,2013-08-30,,,,,,,detected by transit,,,Kepler-47A,295.2979,46.92,,,,,,,,1.043,0.964,,,5636.0
Kepler-47(AB) c,,,,0.41,0.018,0.018,303.148,0.072,0.072,0.989,0.016,0.016,,,,,89.826,,,,,,,,,,,,,,,,,,,1,2012,2013-11-14,,,,,,,detected by transit,,,Kepler-47A,295.2979,46.92,,,,,,,,1.043,0.964,,,5636.0
Kepler-48 b,0.012396564200988,0.00660730579240475,0.00660730579240475,0.167722665220207,0.00892141836277699,0.00892141836277699,4.7779803,1.4e-05,1.4e-05,,,,,,,,,,,2454957.06301,0.001,0.001,,,,,,,,,,,,,,1,2012,2014-01-12,,,,,,,detected by transit,,,Kepler-48,299.1375,40.9489,13.5,,,,,,,0.89,0.89,,,5190.0
Kepler-48 c,0.0459679702985873,0.00723657301072901,0.00723657301072901,0.241770437631256,0.0124899857078878,0.0124899857078878,9.6739283,2e-05,2e-05,,,,,,,,,,,2454958.33981,0.00077,0.00077,,,,,,,,,,,,,,1,2012,2014-01-12,,,,,,,detected by transit,,,Kepler-48,299.1375,40.9489,13.5,,,,,,,0.89,0.89,,,5190.0
Kepler-48 d,0.024950445206557,0.014473146021458,0.014473146021458,0.181996934600651,0.00981356019905469,0.00981356019905469,42.8961,,,,,,,,,,,,,2454979.06554,,,,,,,,,,,,,,,,1,2014,2014-01-12,,,,,,,detected by transit,,,Kepler-48,299.1375,40.9489,13.5,,,,,,,0.89,0.89,,,5190.0
Kepler-48 e,2.0671428121952,0.0786584022905327,0.0786584022905327,,,,982.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2014,2014-01-12,,,,,,,detected by radial velocity,,,Kepler-48,299.1375,40.9489,13.5,,,,,,,0.89,0.89,,,5190.0
Kepler-49 b,,,,0.24,,,7.2037945,2.2e-05,2.2e-05,,,,,,,,,,,2455003.28753,0.001,0.001,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-49,292.2958,40.5917,15.5,,,,,,,0.55,0.53,,,3974.0
Kepler-49 c,,,,0.23,,,10.9129343,6.9e-05,6.9e-05,,,,,,,,,,,2455002.84919,0.0022,0.0022,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-49,292.2958,40.5917,15.5,,,,,,,0.55,0.53,,,3974.0
Kepler-49 d,,,,0.143,0.006,0.006,2.576549,3e-06,3e-06,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-49,292.2958,40.5917,15.5,,,,,,,0.55,0.53,,,3974.0
Kepler-49 e,,,,0.139,0.007,0.007,18.596108,7.9e-05,7.9e-05,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-49,292.2958,40.5917,15.5,,,,,,,0.55,0.53,,,3974.0
Kepler-5 b,2.114,0.064,0.064,1.431,0.048,0.048,3.54846,3.2e-05,3.2e-05,0.05064,0.0007,0.0007,0.0,,,,86.3,0.6,0.6,2454955.90122,0.00021,0.00021,,,,,,,,,,1752.0,,,,4,2010,2013-10-19,,,,,,,detected by transit,,,Kepler-5,299.4083333,44.035,,,,,,,0.04,1.374,1.793,,,6297.0
Kepler-50 b,0.024,0.0,0.024,0.2,,,7.8125124,5.2e-05,5.2e-05,,,,,,,,,,,2455005.63186,0.0022,0.0022,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-50,288.1,50.0336,11.0,,,,,,,1.23,1.88,,,6058.0
Kepler-50 c,0.022,0.0,0.022,0.25,,,9.3761368,5.6e-05,5.6e-05,,,,,,,,,,,2454969.96857,0.0022,0.0022,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-50,288.1,50.0336,11.0,,,,,,,1.23,1.88,,,6058.0
Kepler-51 b,0.00660730579240475,0.00471950413743196,0.00251706887329705,0.633420703757166,0.026764255088331,0.026764255088331,45.1555023,7.2e-05,7.2e-05,0.2514,0.0097,0.0097,0.04,0.01,0.01,,,,,2454992.10435,0.00062,0.00062,,,,,,,,,,543.0,,,,1,2012,2014-01-14,,,,,,,detected by transit,,,Kepler-51,296.4792,49.9378,15.0,,,,,,,1.0,0.91,,,5803.0
Kepler-51 c,0.0125853443665,0.00125853443664852,0.00125853443664852,0.80292765265,0.151664112167209,0.249799714157756,85.3128662,0.00096,0.00096,0.384,0.015,0.015,0.014,0.013,0.009,,,,,2455128.32095,0.0022,0.0022,,,,,,,,,,439.0,,,,1,2012,2014-05-21,,,,,,,detected by transit,,,Kepler-51,296.4792,49.9378,15.0,,,,,,,1.0,0.91,,,5803.0
Kepler-52 b,0.28,0.0,0.28,0.19,,,7.8773565,3.8e-05,3.8e-05,,,,,,,,,,,2455009.37692,0.0015,0.0015,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-52,286.7375,49.9758,15.5,,,,,,,0.54,0.52,,,4075.0
Kepler-52 c,0.12,0.0,0.12,0.16,,,16.3850021,0.00014,0.00014,,,,,,,,,,,2455005.72549,0.0027,0.0027,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-52,286.7375,49.9758,15.5,,,,,,,0.54,0.52,,,4075.0
Kepler-52 d,,,,0.174,0.019,0.019,36.445171,0.000253,0.000253,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-52,286.7375,49.9758,15.5,,,,,,,0.54,0.52,,,4075.0
Kepler-53 b,0.26,0.0,0.26,0.26,,,18.6489525,0.00016,0.00016,,,,,,,,,,,2455007.77608,0.0029,0.0029,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-53,290.4625,40.5625,16.0,,,,,,,0.98,0.89,,,5858.0
Kepler-53 c,0.076,0.038,0.076,0.28,,,38.5583038,0.00041,0.00041,,,,,,,,,,,2454996.84816,0.0038,0.0038,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-53,290.4625,40.5625,16.0,,,,,,,0.98,0.89,,,5858.0
Kepler-53 d,,,,0.189,0.094,0.094,9.751962,7.7e-05,7.7e-05,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-53,290.4625,40.5625,16.0,,,,,,,0.98,0.89,,,5858.0
Kepler-54 b,,,,0.19,,,8.0109434,6.9e-05,6.9e-05,,,,,,,,,,,2455003.14939,0.0029,0.0029,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-54,294.775,43.0564,16.3,,,,,,,0.51,0.5,,,3705.0
Kepler-54 c,,,,0.11,,,12.0717249,0.00029,0.00029,,,,,,,,,,,2454976.44842,0.0091,0.0091,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-54,294.775,43.0564,16.3,,,,,,,0.51,0.5,,,3705.0
Kepler-54 d,,,,0.136,0.007,0.007,20.995694,0.000143,0.000143,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-54,294.775,43.0564,16.3,,,,,,,0.51,0.5,,,3705.0
Kepler-55 b,,,,0.22,,,27.94811449,0.00024,0.00024,,,,,,,,,,,2455111.79598,0.0031,0.0031,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-55,285.1667,44.0264,16.3,,,,,,,0.62,0.58,,,4362.0
Kepler-55 c,,,,0.2,,,42.1516418,5.3e-05,5.3e-05,,,,,,,,,,,2454971.99284,0.0043,0.0043,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-55,285.1667,44.0264,16.3,,,,,,,0.62,0.58,,,4362.0
Kepler-55 d,,,,0.142,0.008,0.008,2.211099,4e-06,4e-06,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-55,285.1667,44.0264,16.3,,,,,,,0.62,0.58,,,4362.0
Kepler-55 e,,,,0.138,0.021,0.021,4.617534,2.1e-05,2.1e-05,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-55,285.1667,44.0264,16.3,,,,,,,0.62,0.58,,,4362.0
Kepler-55 f,,,,0.142,0.009,0.009,10.198545,4.5e-05,4.5e-05,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-55,285.1667,44.0264,16.3,,,,,,,0.62,0.58,,,4362.0
Kepler-56 b,0.07,0.012,0.012,0.58,0.03,0.03,10.5016,0.0011,0.0011,0.1028,0.0037,0.0037,0.0,,,,83.84,0.26,0.26,2454968.55893,0.0088,0.0088,,,,,,,,,,,,,,1,2012,2013-10-21,,,,,,,detected by transit,,,Kepler-56,293.7583,41.8719,13.0,,,,,,0.2,1.32,4.23,,3.5,4840.0
Kepler-56 c,0.569,0.07,0.07,0.88,0.04,0.04,21.40239,0.00062,0.00062,0.1652,0.0059,0.0059,0.0,,,,84.02,0.09,0.09,2454978.656,0.0057,0.0057,,,,,,,,,,,,,,1,2012,2013-10-21,,,,,,,detected by transit,,,Kepler-56,293.7583,41.8719,13.0,,,,,,0.2,1.32,4.23,,3.5,4840.0
Kepler-56 d,3.3,,,,,,,,,2.0,,,0.4,,,,,,,,,,,,,,,,,,,,,,,1,2013,2013-10-18,,,,,,,detected by radial velocity,,,Kepler-56,293.7583,41.8719,13.0,,,,,,0.2,1.32,4.23,,3.5,4840.0
Kepler-57 b,0.31,0.047,0.31,0.2,,,5.7293196,1.8e-05,1.8e-05,,,,,,,,,,,2454971.5584,0.001,0.001,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-57,293.6417,44.6569,15.5,,,,,,,0.83,0.73,,,5145.0
Kepler-57 c,0.017,0.012,0.017,0.14,,,11.6092567,8.6e-05,8.6e-05,,,,,,,,,,,2454966.99083,0.0027,0.0027,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-57,293.6417,44.6569,15.5,,,,,,,0.83,0.73,,,5145.0
Kepler-58 b,0.086,0.025,0.086,0.25,,,10.2184954,0.00015,0.00015,,,,,,,,,,,2454969.87048,0.0056,0.0056,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-58,296.3583,39.1153,15.3,,,,,,,0.95,1.03,,,5843.0
Kepler-58 c,0.13,0.04,0.13,0.26,,,15.5741568,0.0027,0.0027,,,,,,,,,,,2454965.43209,0.0066,0.0066,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-58,296.3583,39.1153,15.3,,,,,,,0.95,1.03,,,5843.0
Kepler-58 d,,,,0.262,0.125,0.125,40.101371,0.000612,0.000612,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,4,2014,2014-03-06,,,,,,,detected by transit,,,Kepler-58,296.3583,39.1153,15.3,,,,,,,0.95,1.03,,,5843.0
Kepler-59 b,,,,0.098,,,11.8681707,0.00036,0.00036,,,,,,,,,,,2454970.74767,0.011,0.011,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-59,287.0375,46.64,14.8,,,,,,,1.04,0.94,,,6074.0
Kepler-59 c,,,,0.18,,,17.9801235,0.0003,0.0003,,,,,,,,,,,245498069818.0,0.0065,0.0065,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-59,287.0375,46.64,14.8,,,,,,,1.04,0.94,,,6074.0
Kepler-6 b,0.669,0.03,0.025,1.323,0.029,0.029,3.234723,1.7e-05,1.7e-05,0.04567,0.00046,0.00046,0.0,,,,86.8,0.3,0.3,2454954.48636,0.00014,0.00014,,,,,,,,,,1451.0,,,,1,2010,2013-10-19,,,,,,,detected by transit,,,Kepler-6,296.8375,48.24,,,,,,,0.34,1.209,1.391,,3.8,5647.0
Kepler-60 b,,,,0.2,,,7.1316185,9.3e-05,9.3e-05,,,,,,,,,,,2454969.03637,0.0047,0.0047,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-60,288.9625,42.265,14.5,,,,,,,1.1,1.5,,,5915.0
Kepler-60 c,,,,0.22,,,8.9193459,0.00011,0.00011,,,,,,,,,,,2454973.06513,0.0047,0.0047,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-60,288.9625,42.265,14.5,,,,,,,1.1,1.5,,,5915.0
Kepler-60 d,,,,0.23,,,11.9016171,0.0002,0.0002,,,,,,,,,,,2454966.24626,0.0063,0.0063,,,,,,,,,,,,,,1,2012,2013-01-17,,,,,,,detected by transit,,,Kepler-60,288.9625,42.265,14.5,,,,,,,1.1,1.5,,,5915.0
Kepler-61 b,,,,0.192,0.0116,0.0116,59.87756,0.0002,0.0002,0.27,0.01,0.01,0.25,0.0,0.25,,89.8,0.2,0.0,2454984.188,0.0029,0.0029,,,,,,,,,,,,,,1,2012,2013-07-01,,,,,,,detected by transit,,,Kepler-61,295.3042,42.4753,15.0,,,,,,0.03,0.635,0.62,K7V,1.0,4017.0
Kepler-62 b,0.028,0.0,0.028,0.117,0.0036,0.0036,5.714932,9e-06,9e-06,0.0553,0.0005,0.0005,,,,,89.2,0.4,0.4,2455003.9189,0.0009,0.0009,,,,,,,,,,,,,,1,2013,2013-04-18,,,,,,,detected by transit,,,Kepler-62,283.2125,45.3499,14.0,,,,,,-0.21,0.69,0.63,K2V,,4869.0
Kepler-62 c,0.0126,0.0,0.0126,0.048,0.0027,0.0027,12.4417,0.0001,0.0001,0.0929,0.0009,0.0009,,,,,89.7,0.2,0.2,2454967.651,0.008,0.008,,,,,,,,,,,,,,1,2013,2013-08-30,,,,,,,detected by transit,,,Kepler-62,283.2125,45.3499,14.0,,,,,,-0.21,0.69,0.63,K2V,,4869.0
Kepler-62 d,0.044,0.0,0.044,0.174,0.0063,0.0063,18.16406,2e-05,2e-05,0.12,0.001,0.001,,,,,89.7,0.3,0.3,2455013.8117,0.0008,0.0008,,,,,,,,,,,,,,1,2013,2013-04-18,,,,,,,detected by transit,,,Kepler-62,283.2125,45.3499,14.0,,,,,,-0.21,0.69,0.63,K2V,,4869.0
Kepler-62 e,0.113,0.0,0.113,0.144,0.0045,0.0045,122.3874,0.0008,0.0008,0.427,0.004,0.004,,,,,89.98,0.02,0.02,2454983.404,0.003,0.003,,,,,,,,,,,,,,1,2013,2013-04-18,,,,,,,detected by transit,,,Kepler-62,283.2125,45.3499,14.0,,,,,,-0.21,0.69,0.63,K2V,,4869.0
Kepler-62 f,0.11,0.0,0.11,0.126,0.0063,0.0063,267.291,0.005,0.005,0.718,0.007,0.007,,,,,89.9,0.03,0.03,2455412.71,0.0006,0.0006,,,,,,,,,,,,,,1,2013,2013-04-19,,,,,,,detected by transit,,,Kepler-62,283.2125,45.3499,14.0,,,,,,-0.21,0.69,0.63,K2V,,4869.0
Kepler-63 b,,,,0.545,0.02,0.02,9.4341505,1e-06,1e-06,0.08,0.002,0.002,,,,,87.806,0.018,0.019,,,,,,,,,,,,,,,,,1,2013,2013-10-28,,,,,,,detected by transit,,,TYC 3550-458-1,289.225,49.54819722,12.02,,,,,200.0,0.05,0.984,0.901,,,5576.0
Kepler-65 b,,,,0.127,0.003,0.003,2.15491,,,0.035,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,1,2013,2014-05-21,,,,,,,detected by transit,,,Kepler-65,288.6875,41.1511358333,11.6,,,,,,0.17,1.25,1.41,B,2.9,6211.0
Kepler-65 c,0.0849510744738,0.0566340496491835,0.0566340496491835,0.23,0.005,0.005,5.859944,,,0.068,0.002,0.004,,,,,,,,,,,,,,,,,,,,,,,,1,2013,2014-05-21,,,,,,,detected by transit,,,Kepler-65,288.6875,41.1511358333,11.6,,,,,,0.17,1.25,1.41,B,2.9,6211.0
Kepler-65 d,0.00629267218324,0.00629267218324261,0.00629267218324261,0.135,0.004,0.004,8.13123,,,0.084,0.002,0.006,,,,,,,,,,,,,,,,,,,,,,,,1,2013,2014-05-21,,,,,,,detected by transit,,,Kepler-65,288.6875,41.1511358333,11.6,,,,,,0.17,1.25,1.41,B,2.9,6211.0
Kepler-66 b,0.31,0.07,0.07,0.25,0.006,0.006,17.815815,7.5e-05,7.5e-05,0.1352,0.0017,0.0017,,,,,,,,2454967.4854,0.0025,0.0025,,,,,,,,,,,,,,1,2013,2013-06-27,,,,,,,detected by transit,,,Kepler-66,293.9833,46.6878,15.3,,,,,1107.0,0.012,1.038,0.966,GOV,1.0,5962.0
Kepler-67 b,0.31,0.06,0.06,0.26,0.014,0.014,15.7259,0.00011,0.00011,0.1171,0.0015,0.0015,,,,,,,,2454966.9855,0.0048,0.0048,,,,,,,,,,,,,,1,2013,2013-06-27,,,,,,,detected by transit,,,Kepler-67,294.1542,46.1664,16.4,,,,,1107.0,0.012,0.865,0.778,G9V,1.0,5331.0
Kepler-68 b,0.0238806909354,0.0081804738382154,0.0081804738382154,0.205192622344,0.00713713469022159,0.00446070918138849,5.398763,4e-06,4e-06,0.0617,0.00056,0.00056,0.0,,,,87.6,0.9,0.9,2455006.85729,0.00042,0.00042,,,,,,,,,,,,,,1,2013,2014-05-21,,,,,,,detected by transit,,,Kepler-68,291.033333336,49.040277784,,,,,,135.0,0.12,1.079,1.243,,6.3,5793.0
Kepler-68 c,0.015,0.008,0.011,0.081,0.003,0.003,9.605065,7.2e-05,7.2e-05,0.09059,0.00082,0.00082,,,,,86.93,0.41,0.41,2454969.3805,0.0041,0.0041,,,,,,,,,,,,,,1,2013,2013-02-13,,,,,,,detected by transit,,,Kepler-68,291.033333336,49.040277784,,,,,,135.0,0.12,1.079,1.243,,6.3,5793.0
Kepler-68 d,0.947,0.035,0.035,,,,580.0,15.0,15.0,1.4,0.03,0.03,0.18,0.05,0.05,,,,,,,,,,,,,,,,,,,,,1,2013,2013-02-13,,,,,,,detected by radial velocity,,,Kepler-68,291.033333336,49.040277784,,,,,,135.0,0.12,1.079,1.243,,6.3,5793.0
Kepler-69 b,,,,0.199,0.026,0.039,13.722341,3.6e-05,3.6e-05,0.094,0.016,0.023,,,,,89.62,0.26,0.45,2454970.8414,0.0016,0.0016,,,,,,,,,,,,,,1,2013,2014-05-21,,,,,,,detected by transit,,,Kepler-69,293.2625,44.8689,13.7,,,,,,-0.29,0.81,0.93,G4V,,5638.0
Kepler-69 c,,,,0.153,0.021,0.03,242.4613,0.0059,0.0064,0.64,0.11,0.15,,,,,89.85,0.03,0.08,24544983.87,0.016,0.016,,,,,,,,,,,,,,1,2013,2014-05-21,,,,,,,detected by transit,,,Kepler-69,293.2625,44.8689,13.7,,,,,,-0.29,0.81,0.93,G4V,,5638.0
Kepler-7 b,0.433,0.041,0.042,1.614,0.015,0.015,4.885525,4e-05,4e-05,0.06246,0.00046,0.00046,0.1,0.1,0.1,,85.18,0.076,0.076,2454967.27599,0.0002,0.0002,,,,,,,,,,1586.0,,,,1,2010,2013-10-19,357.1,2.8,2.8,,,,detected by transit,,,Kepler-7,288.5833333,41.0897222,,,,,,,0.11,1.36,2.02,,3.5,5933.0
Kepler-70  b,0.014,,,0.068,,,0.2401,4e-06,4e-06,0.006,,,,,,5e-06,,,,,,,,,,,,,,,,,,,,1,2011,2013-11-05,,,,,,,detected by imaging,,,KOI-55,296.3541667,41.0927778,14.87,,,,,1180.0,,0.496,0.203,sdB,0.0184,27730.0
Kepler-70 c,0.0021,,,0.078,,,0.34289,1.3e-05,1.3e-05,0.0076,,,,,,6e-06,,,,,,,,,,,,,,,,,,,,1,2011,2013-11-05,,,,,,,detected by imaging,,,KOI-55,296.3541667,41.0927778,14.87,,,,,1180.0,,0.496,0.203,sdB,0.0184,27730.0
Kepler-71 b,,,,1.0452,0.5,0.5,3.905081,7.2e-05,7.2e-05,0.047,,,0.0,,,,89.95,,,,,,,,,,,,,,,,,,,4,2013,2013-10-28,,,,,,,detected by transit,,,Kepler-71,294.865509,46.285851,15.386,,,,,,-0.2,0.923,0.816,,,5591.0
Kepler-74 b,0.68,0.09,0.09,1.32,0.14,0.14,7.340718,1e-06,1e-06,0.084,0.014,0.014,0.287,0.062,0.062,,85.55,0.96,0.96,2454967.3453,0.0003,0.0003,,,,,,,,,,,,,,2,2012,2013-09-24,64.0,21.0,21.0,2454967.04,0.21,0.34,detected by transit,,,Kepler-74,293.0916667,41.3555556,14.23,,,,,1330.0,0.34,1.4,1.51,F8V,2.9,6050.0
Kepler-75 b,9.9,0.5,0.5,1.03,0.06,0.06,8.884924,2e-06,2e-06,0.08,0.05,0.05,0.569,0.01,0.01,,89.1,0.6,1.0,2455002.991,0.0002,0.0002,,,,,,,,,,,,,,1,2013,2013-09-24,63.6,1.4,1.4,2455002.841,0.011,0.011,detected by transit,,,Kepler-75,291.1375,36.5775,15.0,,,,,1140.0,-0.07,0.88,0.88,G8V,6.0,5330.0
Kepler-76 b,1.96,0.25,0.25,1.25,0.08,0.08,1.54492875,2.7e-07,2.7e-07,0.028,0.003,0.003,,,,,78.0,0.2,0.2,2454966.54811,7e-05,7e-05,,,,,,,,,,,,,,1,2013,2013-07-05,,,,,,,detected by transit,,,Kepler-76,294.1917,39.6189,14.0,,,,,,-0.1,1.2,1.12,,,6300.0
Kepler-77 b,0.43,0.032,0.032,0.96,0.016,0.016,3.5787087,2.3e-07,2.3e-07,0.04501,0.00063,0.00063,0.0,,,,88.0,0.11,0.11,2455095.865727,2.9e-05,2.9e-05,,,,,,,,,,,,,,1,2013,2013-09-18,,,,,,,detected by transit,,,Kepler-77,289.607971,44.345421,15.0,,,,,570.0,0.2,0.95,0.99,G5V,7.5,5520.0
Kepler-78 b,0.00531730799484,0.00128999779756474,0.00128999779756474,0.107057020353,0.00802927652649929,0.00802927652649929,0.35500745,8e-08,8e-08,0.01,0.011,0.0025,,,,,81.0,6.0,9.0,2454953.95984,0.00015,0.00015,,,,,,,,,,2330.0,,,,1,2013,2013-10-31,,,,,,,detected by transit,,,Kepler-78,293.7417,44.4483,12.0,,,,,,-0.08,0.84,0.73,G,,5143.0
Kepler-79 b,0.188780165497278,0.0314633609162131,0.0314633609162131,0.2948,0.098,0.098,13.484697,5.1e-05,5.1e-05,0.117,,,,,,,84.8,,,,,,,,,,,,,,,868.0,,,,4,2013,2013-10-31,,,,,,,detected by transit,,,Kepler-79,300.51712,44.38158,14.11,,,,,,,1.165,1.302,,3.44,6174.0
Kepler-79 c,0.0471950413743,0.00943900827486392,0.00943900827486392,0.333,0.098,0.098,27.4029,0.0008,0.0008,0.187,0.003,0.003,0.03,0.021,0.027,,89.48,0.09,0.09,,,,,,,,,,,,,685.0,,,,1,2013,2014-05-21,,,,,,,detected by transit,,,Kepler-79,300.51712,44.38158,14.11,,,,,,,1.165,1.302,,3.44,6174.0
Kepler-79 d,0.0692193940157,0.0220243526413492,0.0220243526413492,0.64,0.012,0.012,52.0902,0.001,0.001,0.287,0.004,0.004,0.025,0.023,0.059,,89.93,0.07,0.03,,,,,,,,,,,,,553.0,,,,4,2013,2014-05-21,,,,,,,detected by transit,,,Kepler-79,300.51712,44.38158,14.11,,,,,,,1.165,1.302,,3.44,6174.0
Kepler-79 e,0.0129,0.003,0.003,0.312,0.1,0.1,81.0659,0.0013,0.0013,0.386,0.005,0.005,0.012,0.044,0.005,,89.13,0.02,0.02,,,,,,,,,,,,,477.0,,,,4,2013,2013-10-31,,,,,,,detected by transit,,,Kepler-79,300.51712,44.38158,14.11,,,,,,,1.165,1.302,,3.44,6174.0
Kepler-8 b,0.603,0.19,0.13,1.419,0.058,0.058,3.52254,5e-05,5e-05,0.0483,0.0012,0.0012,0.0,,,3.6e-05,84.07,0.33,0.33,2454954.1182,0.0004,0.0004,,,,,,,,,,1638.0,,,,3,2010,2013-10-19,,,,,,,detected by transit,,,Kepler-8,281.2875,42.4511111,13.9,,,,,1330.0,-0.055,1.213,1.486,,3.84,6213.0
Kepler-80 b,,,,0.21,,,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,2013-09-24,,,,,,,detected by transit,,,Kepler-80,296.1125,39.9788889,15.0,,,,,,-0.56,,0.738,,,4250.0
Kepler-80 c,,,,0.23,,,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2012,2013-09-24,,,,,,,detected by transit,,,Kepler-80,296.1125,39.9788889,15.0,,,,,,-0.56,,0.738,,,4250.0
